uid,objectId,buildingCSUID,name,nameZh,sectionId,sectionName,tile,centreX,centreZ,baseHeight,height,heightSource,governmentAvailable,sizeGroup,sizeLabel,triangles,modelId,sourceState,sourceHoldReason,compressedBytes,geometryBytes,installation,actionableState
landsd/65375:0,65375,0626312478T20050430,,蓮花蓬,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_2,-28236.281738,4022.93118,221.4,8.2,landsd,True,xs,XS,52,B062631247801062G0,packed-needs-placement-review,,1369,3840,progressive,installed
landsd/66378:0,66378,0836013202T20190418,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26139.466518,3297.834926,446.6,3.6,landsd,True,xs,XS,44,B083601320201062G0,packed-needs-placement-review,,1137,3144,progressive,installed
landsd/66591:0,66591,0826413019T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26235.276215,3480.861625,440.7,4.9,landsd,True,xs,XS,20,B082641301901062G0,packed-needs-placement-review,,895,1488,progressive,installed
landsd/66715:0,66715,0648414637T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_0,-28015.94342,1863.210786,4.2,3.6,landsd,True,xs,XS,10,B064841463701062G0,packed-needs-placement-review,,746,780,progressive,installed
landsd/66716:0,66716,0810013066T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26398.134116,3435.261757,432.7,5.3,landsd,True,xs,XS,82,B081001306601062G0,packed-needs-placement-review,,1748,5820,progressive,installed
landsd/66717:0,66717,0850413140T20050430,,慧海淨舍,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25996.757316,3359.554712,448.7,6.2,landsd,True,xs,XS,10,B085041314001062G0,packed-needs-placement-review,,722,780,progressive,installed
landsd/66720:0,66720,0863613010T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25863.750067,3489.976128,460.7,5.2,landsd,True,xs,XS,10,B086361301001062G0,packed-needs-placement-review,,723,780,progressive,installed
landsd/67481:0,67481,0645612565T20050430,LUK WU CHING SHE,鹿湖精舍,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_1,-28043.251284,3935.048864,246.6,9.4,landsd,True,xs,XS,46,B064561256501062G0,packed-needs-placement-review,,1181,3120,progressive,installed
landsd/67540:0,67540,0866913146T20050430,KWONG MING CHING YUEN,光明靜院,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25831.173458,3354.812175,460.9,5.3,landsd,True,xs,XS,14,B086691314601062G0,packed-needs-placement-review,,799,1020,progressive,installed
landsd/67561:0,67561,0873112847T20050430,LANTAU TEA GARDENS,大嶼山茶園,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25768.966946,3652.51031,445.8,3.1,landsd,True,xs,XS,14,B087311284701062G0,packed-needs-placement-review,,804,1020,progressive,installed
landsd/67566:0,67566,0844713184T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26052.263551,3315.092134,452.7,3.8,landsd,True,xs,XS,10,B084471318401062G0,packed-needs-placement-review,,728,780,progressive,installed
landsd/67612:0,67612,0845013249T20050430,YAN CHI KWOK,隱慈閣,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26049.872335,3250.569072,463.5,3.0,landsd,True,xs,XS,10,B084501324901062G0,packed-needs-placement-review,,751,780,progressive,installed
landsd/67617:0,67617,0839613137T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26104.766671,3362.860902,444.3,2.2,landsd,True,xs,XS,10,B083961313701062G0,packed-needs-placement-review,,717,780,progressive,installed
landsd/67670:0,67670,0625812572T20050430,,普賢禪,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_1,-28240.421061,3929.259307,246.5,6.0,landsd,True,xs,XS,40,B062581257201062G0,packed-needs-placement-review,,1126,2904,progressive,installed
landsd/67671:0,67671,0828113246T20050430,,淨蘭苑,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26219.047632,3253.379741,443.3,6.2,landsd,True,xs,XS,63,B082811324601062G0,packed-needs-placement-review,,1372,4518,progressive,installed
landsd/67732:0,67732,0855412947T20050430,PO LIN MONASTERY,寶蓮禪寺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25945.233,3552.7085,441.6,5.1,landsd,True,xs,XS,10,B085541294701062G0,packed-needs-placement-review,,714,780,progressive,installed
landsd/67735:0,67735,0844513255T20050430,YAN CHI KWOK,隱慈閣,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26054.791619,3245.021603,463.6,4.9,landsd,True,xs,XS,20,B084451325501062G0,packed-needs-placement-review,,906,1560,progressive,installed
landsd/67750:0,67750,0653812171T20050430,CHING LOO,靜廬,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_2,-27961.643206,4328.47288,205.5,3.7,landsd,True,xs,XS,54,B065381217101062G0,packed-needs-placement-review,,1253,3780,progressive,installed
landsd/67755:0,67755,0854513245T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25954.574457,3255.42483,472.4,3.1,landsd,True,xs,XS,10,B085451324501062G0,packed-needs-placement-review,,731,780,progressive,installed
landsd/67756:0,67756,0865313147T20050430,CHING LEUNG YUEN,清涼苑,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25847.429135,3353.443901,458.3,5.0,landsd,True,xs,XS,10,B086531314701062G0,packed-needs-placement-review,,714,780,progressive,installed
landsd/67790:0,67790,0633812546T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_1,-28162.2465,3953.876,234.6,2.4,landsd,True,xs,XS,10,B063381254601062G0,packed-needs-placement-review,,740,780,progressive,installed
landsd/67792:0,67792,0848913202T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26011.968094,3299.147355,460.8,4.8,landsd,True,xs,XS,14,B084891320201062G0,packed-needs-placement-review,,810,1020,progressive,installed
landsd/67798:0,67798,0623412463T20050430,,青蓮寺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_2,-28264.631349,4037.47885,226.2,6.6,landsd,True,xs,XS,32,B062341246301062G0,packed-needs-placement-review,,1055,2208,progressive,installed
landsd/67807:0,67807,0629112304T20050430,,寶華園,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_2,-28209.228401,4195.88818,186.1,7.6,landsd,True,xs,XS,42,B062911230401062G0,packed-needs-placement-review,,1136,2772,progressive,installed
landsd/67811:0,67811,0842713200T20050430,KWOK TAO LAM,覺道林,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26074.803699,3303.477304,449,7.8,landsd,True,xs,XS,33,B084271320001062G0,packed-needs-placement-review,,1090,2394,progressive,installed
landsd/67870:0,67870,0829413303T20050430,Ng Kok Yuen,悟覺苑,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26206.186323,3196.25468,442.6,4.9,landsd,True,xs,XS,39,B082941330301062G0,packed-needs-placement-review,,1155,2862,progressive,installed
landsd/67874:0,67874,0851513047T20050430,PO LIN MONASTERY,寶蓮禪寺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25984.067214,3451.898541,442.4,7.9,landsd,True,xs,XS,36,B085151304701062G0,packed-needs-placement-review,,1022,2520,progressive,installed
landsd/67993:0,67993,0641612541T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_1,-28083.677671,3958.313752,241.5,2.5,landsd,True,xs,XS,10,B064161254101062G0,packed-needs-placement-review,,735,780,progressive,installed
landsd/68055:0,68055,0835113136T20050430,WAI KWONG YUEN,慧光園,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26148.444074,3364.606976,441.8,5.3,landsd,True,xs,XS,10,B083511313601062G0,packed-needs-placement-review,,717,780,progressive,installed
landsd/68060:0,68060,0847513144T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26025.156186,3355.759775,448.9,3.0,landsd,True,xs,XS,31,B084751314401062G0,packed-needs-placement-review,,951,1950,progressive,installed
landsd/68103:0,68103,0814513085T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26353.570293,3415.864276,435.2,5.4,landsd,True,xs,XS,40,B081451308501062G0,packed-needs-placement-review,,1053,2760,progressive,installed
landsd/68108:0,68108,0854912950T20050430,PO LIN MONASTERY,寶蓮禪寺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25950.973799,3549.165486,441.6,9.1,landsd,True,xs,XS,82,B085491295001062G0,packed-needs-placement-review,,1611,5676,progressive,installed
landsd/68124:0,68124,0855313065T20050430,PO LIN MONASTERY,寶蓮禪寺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25946.066742,3435.257844,444.3,5.2,landsd,True,xs,XS,24,B085531306501062G0,packed-needs-placement-review,,935,1728,progressive,installed
landsd/68126:0,68126,0855513059T20050430,PO LIN MONASTERY,寶蓮禪寺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25945.11904,3441.140969,444.3,5.9,landsd,True,xs,XS,10,B085551305901062G0,packed-needs-placement-review,,725,780,progressive,installed
landsd/68129:0,68129,0648412356T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_2,-28015.589,4144.2295,213.9,2.6,landsd,True,xs,XS,22,B064841235601062G0,packed-needs-placement-review,,927,1644,progressive,installed
landsd/68172:0,68172,0801213222T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26487.529123,3278.164682,439,3.8,landsd,True,xs,XS,14,B080121322201062G0,packed-needs-placement-review,,816,1020,progressive,installed
landsd/68173:0,68173,0855712922T20050430,PO LIN MONASTERY,寶蓮禪寺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25942.326751,3577.641585,441.6,4.7,landsd,True,xs,XS,10,B085571292201062G0,packed-needs-placement-review,,748,780,progressive,installed
landsd/68234:0,68234,0623912502T20050430,,覺廬,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_1,-28261.154742,3999.690133,232.6,8.6,landsd,True,xs,XS,22,B062391250201062G0,packed-needs-placement-review,,932,1500,progressive,installed
landsd/68357:0,68357,0837513251T20050430,SIU PIK YUEN,小碧園,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26125.007959,3248.918286,455.7,4.8,landsd,True,xs,XS,44,B083751325101062G0,packed-needs-placement-review,,1138,3000,progressive,installed
landsd/68358:0,68358,0839013137T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26110.495554,3362.468396,443.8,5.0,landsd,True,xs,XS,14,B083901313701062G0,packed-needs-placement-review,,791,1020,progressive,installed
landsd/74417:0,74417,1043213221T20050430,CHUK LAM CHING SHUT,竹林靜室,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-24067.828921,3279.172716,286.6,4.0,landsd,True,xs,XS,22,B104321322101062G0,packed-needs-placement-review,,883,1572,progressive,installed
landsd/94371:0,94371,0827212996T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26228.038835,3504.858445,439.2,5.3,landsd,True,xs,XS,40,B082721299601062G0,packed-needs-placement-review,,1195,2976,progressive,installed
landsd/94372:0,94372,0871013126T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25789.641645,3373.656358,467.5,6.0,landsd,True,xs,XS,10,B087101312601062G0,packed-needs-placement-review,,715,780,progressive,installed
landsd/94373:0,94373,0855813169T20050430,,輸陀園,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25941.329927,3331.371525,455.9,8.4,landsd,True,xs,XS,42,B085581316901062G0,packed-needs-placement-review,,1120,3096,progressive,installed
landsd/94377:0,94377,0627112555T20050430,妙華禪,妙華禪,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_1,-28228.934861,3945.600042,242.6,8.9,landsd,True,xs,XS,30,B062711255501062G0,packed-needs-placement-review,,1001,2124,progressive,installed
landsd/94439:0,94439,0856613240T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25933.898883,3259.192723,472,3.5,landsd,True,xs,XS,10,B085661324001062G0,packed-needs-placement-review,,744,780,progressive,installed
landsd/94440:0,94440,0650814567T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_0,-27991.625829,1933.356916,11.2,6.9,landsd,True,xs,XS,74,B065081456701062G0,packed-needs-placement-review,,1392,5052,progressive,installed
landsd/94475:0,94475,0852512943T20050430,PO LIN MONASTERY,寶蓮禪寺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25973.497632,3556.593052,441,5.6,landsd,True,xs,XS,28,B085251294301062G0,packed-needs-placement-review,,960,2112,progressive,installed
landsd/94479:0,94479,0822913020T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26270.585371,3478.866441,436.9,4.8,landsd,True,xs,XS,26,B082291302001062G0,packed-needs-placement-review,,977,1812,progressive,installed
landsd/94481:0,94481,0848112932T20050430,PO LIN MONASTERY,寶蓮禪寺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26019.588131,3567.70552,440.7,4.9,landsd,True,xs,XS,12,B084811293201062G0,packed-needs-placement-review,,827,1080,progressive,installed
landsd/94482:0,94482,0857912955T20050430,PO LIN MONASTERY,寶蓮禪寺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25920.573408,3544.826673,443.9,9.9,landsd,True,xs,XS,29,B085791295501062G0,packed-needs-placement-review,,1062,2082,progressive,installed
landsd/94495:0,94495,0830213249T20050430,,十善業道,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26197.691963,3251.476623,445.2,8.0,landsd,True,xs,XS,46,B083021324901062G0,packed-needs-placement-review,,1197,3084,progressive,installed
landsd/94496:0,94496,0846213065T20050430,CHING ON KUI,靜安居,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26037.5505,3435.3645,444.9,3.9,landsd,True,xs,XS,13,B084621306501062G0,packed-needs-placement-review,,752,906,progressive,installed
landsd/94524:0,94524,0833713028T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26163.231043,3472.274402,439.8,7.0,landsd,True,xs,XS,67,B083371302801062G0,packed-needs-placement-review,,1499,4470,progressive,installed
landsd/94526:0,94526,0846813201T20050430,LAN YEUK LAM,蘭若林,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26032.665747,3299.130091,457,6.4,landsd,True,xs,XS,60,B084681320101062G0,packed-needs-placement-review,,1334,4320,progressive,installed
landsd/94528:0,94528,0622712400T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_2,-28273.613121,4100.633379,217.4,4.0,landsd,True,xs,XS,40,B062271240001062G0,packed-needs-placement-review,,1148,2760,progressive,installed
landsd/94529:0,94529,0648614549T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_0,-28013.419609,1950.738114,4.9,4.0,landsd,True,xs,XS,49,B064861454901062G0,packed-needs-placement-review,,1287,3498,progressive,installed
landsd/94587:0,94587,0631712618T20050430,YIN HING TEMPLE,延慶寺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_1,-28183.750063,3881.522546,259.8,8.1,landsd,True,xs,XS,99,B063171261801062G0,packed-needs-placement-review,,1663,6606,progressive,installed
landsd/94593:0,94593,0629612624T20050430,YIN HING TEMPLE,延慶寺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_1,-28204.398656,3877.12335,264,11.2,landsd,True,xs,XS,38,B062961262401063C0,packed-needs-placement-review,,1092,2748,progressive,installed
landsd/94657:0,94657,0650614474T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-27994.240974,2025.842168,4.6,3.5,landsd,True,xs,XS,70,B065061447401062G0,packed-needs-placement-review,,1378,4704,progressive,installed
landsd/94841:0,94841,0654612437T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_2,-27955.081517,4063.130671,245.6,3.1,landsd,True,xs,XS,14,B065461243701062G0,packed-needs-placement-review,,815,1020,progressive,installed
landsd/94887:0,94887,0845713215T20050430,,覺蓮苑,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26043.100968,3285.693386,456.9,5.7,landsd,True,xs,XS,46,B084571321501062G0,packed-needs-placement-review,,1250,3372,progressive,installed
landsd/94891:0,94891,0867313058T20050430,LUNG WAH YUEN,LUNG WAH YUEN,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25826.521979,3441.222299,462.6,3.1,landsd,True,xs,XS,10,B086731305801062G0,packed-needs-placement-review,,695,780,progressive,installed
landsd/94895:0,94895,0842913195T20050430,KWOK TAO LAM,覺道林,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26070.987792,3304.479793,450.2,3.1,landsd,True,xs,XS,10,B084291319501062G0,packed-needs-placement-review,,734,780,progressive,installed
landsd/94937:0,94937,0846413061T20050430,CHING ON KUI,靜安居,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26035.648795,3439.912627,444.8,7.5,landsd,True,xs,XS,22,B084641306101062G0,packed-needs-placement-review,,938,1572,progressive,installed
landsd/94992:0,94992,0840013126T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26099.484347,3374.036982,444,3.5,landsd,True,xs,XS,16,B084001312601062G0,packed-needs-placement-review,,804,1176,progressive,installed
landsd/94998:0,94998,0839613131T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26104.475403,3368.597078,443.9,3.3,landsd,True,xs,XS,10,B083961313101062G0,packed-needs-placement-review,,739,780,progressive,installed
landsd/95000:0,95000,0653312352T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_2,-27966.655347,4147.244521,227.3,5.7,landsd,True,xs,XS,20,B065331235201062G0,packed-needs-placement-review,,891,1560,progressive,installed
landsd/95038:0,95038,0620812534T20070716,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_1,-28291.32425,3965.676077,249.9,3.5,landsd,True,xs,XS,10,B062081253401062G0,packed-needs-placement-review,,722,780,progressive,installed
landsd/95185:0,95185,0841213080T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26087.378127,3420.811321,442.3,4.0,landsd,True,xs,XS,16,B084121308001062G0,packed-needs-placement-review,,788,1176,progressive,installed
landsd/95191:0,95191,0621112353T20050430,樂生蓮社,樂生蓮社,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_2,-28288.697194,4148.19223,195.5,12.3,landsd,True,xs,XS,85,B062111235301063C0,packed-needs-placement-review,,1638,5730,progressive,installed
landsd/95316:0,95316,0871113131T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25788.397608,3369.592175,467.3,6.8,landsd,True,xs,XS,56,B087111313101062G0,packed-needs-placement-review,,1258,3864,progressive,installed
landsd/95318:0,95318,0834213214T20050430,CHUK LAM CHING YUEN,竹林靜院,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26157.967385,3285.676556,446,3.8,landsd,True,xs,XS,20,B083421321401062G0,packed-needs-placement-review,,903,1488,progressive,installed
landsd/95319:0,95319,0844013154T20050430,CHING KWOK,淨覺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26059.336233,3345.905893,448.5,3.4,landsd,True,xs,XS,23,B084401315401062G0,packed-needs-placement-review,,920,1686,progressive,installed
landsd/95360:0,95360,0839213134T20050430,,聯善堂,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26108.2047,3366.409792,443.7,8.1,landsd,True,xs,XS,14,B083921313401062G0,packed-needs-placement-review,,814,1020,progressive,installed
landsd/95370:0,95370,0648612530T20050430,LUK WU CHING SHE,鹿湖精舍,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_1,-28014.018226,3969.521823,246.7,3.6,landsd,True,xs,XS,19,B064861253001062G0,packed-needs-placement-review,,881,1374,progressive,installed
landsd/95373:0,95373,0854113055T20050430,PO LIN MONASTERY,寶蓮禪寺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25958.438209,3444.511575,442.7,3.2,landsd,True,xs,XS,10,B085411305501062G0,packed-needs-placement-review,,718,780,progressive,installed
landsd/95419:0,95419,0812513048T20050430,FOON FAT FUNG,寬法蓬,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26375.817948,3451.59393,437.1,5.1,landsd,True,xs,XS,66,B081251304801062G0,packed-needs-placement-review,,1413,4356,progressive,installed
landsd/95424:0,95424,0849413204T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26006.44063,3295.021447,461,2.6,landsd,True,xs,XS,10,B084941320401062G0,packed-needs-placement-review,,709,780,progressive,installed
landsd/95426:0,95426,0801613174T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26484.218928,3324.969005,439.2,5.5,landsd,True,xs,XS,20,B080161317401062G0,packed-needs-placement-review,,935,1560,progressive,installed
landsd/95428:0,95428,0840713038T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26092.266303,3462.175916,440.9,7.5,landsd,True,xs,XS,98,B084071303801062G0,packed-needs-placement-review,,1633,6276,progressive,installed
landsd/95477:0,95477,0799713239T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26503.014174,3260.058843,438.6,5.0,landsd,True,xs,XS,43,B079971323901062G0,packed-needs-placement-review,,1215,3030,progressive,installed
landsd/95484:0,95484,0830312949T20050430,Bronze Buddha Statue Substation,大佛變電站,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26197.170612,3550.839453,440.4,5.6,landsd,True,xs,XS,34,B083031294901062G0,packed-needs-placement-review,,1020,2364,progressive,installed
landsd/95703:0,95703,0839813009T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26103.757118,3492.330977,439.2,3.6,landsd,True,xs,XS,22,B083981300901062G0,packed-needs-placement-review,,881,1572,progressive,installed
landsd/95753:0,95753,0862312806T20050430,GUNG YAN UK,GUNG YAN UK,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25876.466557,3693.254768,442.9,3.0,landsd,True,xs,XS,27,B086231280601062G0,packed-needs-placement-review,,971,1926,progressive,installed
landsd/95757:0,95757,0857113190T20050430,,半角雲林,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25929.348845,3310.314331,462.5,6.2,landsd,True,xs,XS,82,B085711319001062G0,packed-needs-placement-review,,1491,5388,progressive,installed
landsd/95761:0,95761,0814613181T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26354.36093,3319.361461,436.5,3.0,landsd,True,xs,XS,14,B081461318101062G0,packed-needs-placement-review,,811,1020,progressive,installed
landsd/95763:0,95763,0835113151T20050430,SHEUNG LOK LAM,常樂林,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26149.195684,3347.884104,443.5,2.8,landsd,True,xs,XS,16,B083511315101062G0,packed-needs-placement-review,,820,1176,progressive,installed
landsd/95830:0,95830,0838713028T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26112.6045,3471.906,439.6,2.8,landsd,True,xs,XS,10,B083871302801062G0,packed-needs-placement-review,,730,780,progressive,installed
landsd/95899:0,95899,0853512899T20050430,PO LIN MONASTERY,寶蓮禪寺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25964.315591,3600.108804,440.6,5.7,landsd,True,xs,XS,11,B085351289901062G0,packed-needs-placement-review,,721,822,progressive,installed
landsd/95901:0,95901,0880913153T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25691.099576,3347.49979,510.7,4.4,landsd,True,xs,XS,48,B088091315301062G0,packed-needs-placement-review,,1200,3456,progressive,installed
landsd/95902:0,95902,0854813071T20050430,PO LIN MONASTERY,寶蓮禪寺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25952.296,3428.6235,443.8,4.5,landsd,True,xs,XS,65,B085481307101062G0,packed-needs-placement-review,,1472,4674,progressive,installed
landsd/95947:0,95947,0856713090T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25933.547031,3409.146499,445.4,8.0,landsd,True,xs,XS,14,B085671309001062G0,packed-needs-placement-review,,807,1020,progressive,installed
landsd/96131:0,96131,0637012276T20050430,SHING LAM,勝林,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-15_2,-28131.293758,4223.770403,166.8,4.2,landsd,True,xs,XS,14,B063701227601062G0,packed-needs-placement-review,,814,1020,progressive,installed
landsd/96132:0,96132,0843513149T20050430,,覺淨,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26064.634149,3350.439813,448.3,7.9,landsd,True,xs,XS,42,B084351314901062G0,packed-needs-placement-review,,1176,3132,progressive,installed
landsd/96180:0,96180,0854713032T20050430,PO LIN MONASTERY,寶蓮禪寺,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-13_1,-25952.866693,3468.480677,443.1,8.0,landsd,True,xs,XS,50,B085471303201062G0,packed-needs-placement-review,,1199,3324,progressive,installed
landsd/96181:0,96181,0801613164T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26483.812672,3336.029268,439.7,3.5,landsd,True,xs,XS,23,B080161316401062G0,packed-needs-placement-review,,918,1686,progressive,installed
landsd/96186:0,96186,0831113303T20050430,NG KOK YUEN,悟覺苑,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26188.742246,3197.527953,443.8,2.6,landsd,True,xs,XS,10,B083111330301062G0,packed-needs-placement-review,,721,780,progressive,installed
landsd/96191:0,96191,0810313061T20050430,,,10.11,"Ngong Ping, Big Buddha, Lantau Peak and Sunset Peak",-14_1,-26396.798084,3438.916144,433.8,6.4,landsd,True,xs,XS,47,B081031306101062G0,packed-needs-placement-review,,1176,3198,progressive,installed
